t,S_A_nats,dH_std,dK_ball,Pi_std,Pi_ball,Pi_fluct_ball,sqrtF_sld,sqrtF_bures,triad_pure,hatPsi
8.79999999999999,1.7321647310298212,3.232555039601464,7.201446152266571,38.79576345673159,86.42872218632624,42.61206781050422,7.101077142214814,0.5960143643984661,42.61206781050422,0.11027875370587592
8.84999999999999,1.7321464708838703,3.236616476657502,7.211528527200587,38.843688134614546,86.54790183041456,43.12874499816552,7.187330214106486,0.597930409363562,43.12874499816552,0.11161589877419152
8.899999999999991,1.7321641816213897,3.2406659383073437,7.221031459490113,38.89308237299638,86.66372181473267,43.62088051349288,7.269195088389199,0.6000078513415169,43.62088051349287,0.11288953073042622
8.949999999999992,1.73220534308358,3.2447017772993125,7.229922839022085,38.943369539859724,86.77455624259551,44.08446747974934,7.346100333533268,0.6022485446436223,44.08446747974934,0.11408927989773723
8.999999999999993,1.7322578220125149,3.248721577446639,7.23817599860088,38.9939783670218,86.87887576009892,44.51563225903653,7.41749886058918,0.6046605819415726,44.515632259036536,0.11520512141740033
9.049999999999994,1.7323099929634727,3.252722146666111,7.245769892106926,39.04434838935732,86.97526295214138,44.91068776795988,7.482874974277653,0.6072605697156002,44.91068776795988,0.11622751322815325
9.099999999999994,1.732350833419037,3.2566995296234666,7.252689194275963,39.09393454033444,87.06242440339507,45.26619009683773,7.54175202519571,0.6100740859460391,45.26619009683774,0.11714754259501071
9.149999999999995,1.7323699923498859,3.2606490378362305,7.258924315643837,39.14221083157623,87.13919918285207,45.57899686928994,7.59370046453792,0.6131337314130897,45.57899686928994,0.11795707714212984
9.199999999999996,1.7323578324554392,3.264565294559986,7.264471327684578,39.18867308049163,87.20456363290695,45.84632557592678,7.638346062437835,0.6164747060096828,45.84632557592678,0.11864891581864785
9.249999999999996,1.732305447434567,3.2684422914317337,7.269331795071619,39.23284069537413,87.25763248918591,46.065809979239155,7.675378017832694,0.6201284919879146,46.065809979239155,0.11921693487284639
9.299999999999997,1.7322046568582041,3.2722734536753726,7.2735125142650245,39.2742575808599,87.29765652134026,46.23555261816267,7.704556662181569,0.6241158108378472,46.235552618162664,0.11965622373238907
9.349999999999998,1.7320479824952275,3.276051710689702,7.277025160199869,39.31249228612868,87.32401706079727,46.35417144281047,7.7257204426291715,0.6284403292512406,46.35417144281047,0.11996320569361157
9.399999999999999,1.7318286112099328,3.279769569029491,7.27988584563263,39.34713758027104,87.33621795921944,46.420838687045915,7.7387918642874425,0.6330844851619907,46.420838687045915,0.12013573852257413
