J,Pi_avg,LHS_energy_triad,RHS_capped,RHS_speed,psi_hat_mean,delta_speed
0.001,0.023046556896616336,0.028400658124584983,0.011523278448308168,0.0005973286467599552,0.0013918285471545997,0.7575757575757576
0.0026826957952797246,0.023059511109914145,0.028425324829442628,0.011529755554957074,0.0005955538189471878,0.0013926619046208569,0.7575757575757576
0.0071968567300115215,0.023130251671634294,0.028470543995009968,0.011565125835817147,0.0006131374386908734,0.0013970673120509791,0.7575757575757576
0.019306977288832496,0.023549727986223793,0.028447046745267723,0.011774863993111897,0.0006655140906905041,0.0014227363374613316,0.7575757575757576
0.0517947467923121,0.025250633978618032,0.027608211460629285,0.012625316989309018,0.0010332318857376856,0.001526216047003709,0.7575757575757576
0.13894954943731375,0.029495124315901466,0.02715018219088632,0.014747562157950735,0.004556764852162323,0.0017830893556095555,0.7676767676767676
0.3727593720314938,0.06322450412203866,0.0588103373311173,0.03161225206101932,0.010383045645086734,0.0036984490543939025,0.7676767676767676
1.0,0.717435874586823,0.774933030355142,0.35871793729341145,0.17515034069783394,0.03439643056567215,0.7676767676767676
