t,S_A_nats,dH_A,Pi_t,good_time,Pi_fluct,trace_norm_d,I_AB,Pi_rate,Pi_eng
0.1,0.01741655844152115,3.6041704906537504,0.00420134670005693,0,0.00420134670005693,0.10469725145101641,0.034847062622507335,0.00420134670005693,0.002187428386748627
0.2,0.05535384807283829,3.60006125715304,0.04234062543167056,0,0.04234062543167056,0.2172746614207585,0.11076985052665816,0.04234062543167056,0.02207391051810272
0.3,0.10511443578022366,3.5933351422372786,0.1520533839691753,0,0.1520533839691753,0.33513496723833325,0.21032874416031855,0.1520533839691753,0.0794435635852952
0.39999999999999997,0.16162224764041808,3.5841664374566076,0.3574897176152937,0,0.3574897176152937,0.45537630407217633,0.32337948420079726,0.3574897176152937,0.1873276024799336
0.49999999999999994,0.221347579202171,3.572779757802017,0.6659361452938876,0,0.6659361452938876,0.575058002112563,0.4428586958899962,0.6659361452938876,0.3502242376471622
0.6,0.2818662002913864,3.559433615769657,1.071237798884745,0,1.071237798884745,0.6914670989561251,0.5639153029667625,1.071237798884745,0.5657672168743575
0.7000000000000001,0.34167449960955437,3.5443996640448625,1.5599151767847577,0,1.5599151767847577,0.8023449247394534,0.6835411544464067,1.5599151767847577,0.8277895152529158
0.8000000000000002,0.40003296438119484,3.527946551990582,2.1171898263163826,0,2.1171898263163826,0.9060424887498978,0.8002588595620926,2.1171898263163826,1.1294012610812605
0.9000000000000002,0.4567883274407063,3.5103266901335353,2.731192849154291,0,2.731192849154291,1.0015868535899195,0.913767541289932,2.731192849154291,1.465204557384247
1.0000000000000002,0.5121757926893167,3.4917647302586543,3.3947443931596086,0,3.3947443931596086,1.0886569447113248,1.0245490535299129,3.3947443931596086,1.8323008313394593
1.1000000000000003,0.5666229349708298,3.472450541862646,4.104993403202377,0,4.104993403202377,1.1674829278099559,1.1334773138453647,4.104993403202377,2.2301960916670813
1.2000000000000004,0.6205817338108934,3.452539469134385,4.8617217527003636,0,4.8617217527003636,1.2386945083048937,1.2414826729734723,4.8617217527003636,2.6599795827628343
1.3000000000000005,0.6744096539034972,3.432155337272695,5.665228680553551,0,5.665228680553551,1.303149317234465,1.34931232696983,5.665228680553551,3.1232244936459197
1.4000000000000006,0.7283096468494162,3.411398239849373,6.514556908205384,0,6.514556908205384,1.3617715021670467,1.4574056080845634,6.514556908205384,3.6210032936452987
1.5000000000000007,0.782325801372527,3.390353210700058,7.406527084251669,0,7.406527084251669,1.4154239083922566,1.5658779474300302,7.406527084251669,4.1532732735988445
1.6000000000000008,0.8363804144297201,3.3690988054568067,8.335711898203789,0,8.335711898203789,1.4648266920053226,1.6745862420037727,8.335711898203789,4.718729920149692
1.7000000000000008,0.8903324931804754,3.3477149539745334,9.295184081967186,0,9.295184081967186,1.5105238435345727,1.7832376192043315,9.295184081967186,5.315081315654982
1.800000000000001,0.9440367404768817,3.326286763253505,10.277656253851683,0,10.277656253851683,1.552889554081153,1.8915023347759872,10.277656253851683,5.939576304107488
1.900000000000001,0.9973864321011795,3.3049060139139375,11.276557838214313,0,11.276557838214313,1.5921609277018454,1.9991005792476038,11.276557838214313,6.589572103074406
2.000000000000001,1.0503302004507493,3.2836688438608026,12.286651208789827,0,12.286651208789827,1.6284822054107044,2.1058454548056518,12.286651208789827,7.262927368230747
