t,S_A,DeltaH_A,Pi,Pi_avg
4.589178356713426,1.2151865879808925,1.701511861414906,10.050343549183237,7.351233567871528
4.609218436873747,1.2135077516593467,1.706479744747289,10.051855546713842,7.36292457210894
4.629258517034068,1.2126761709887264,1.7111220976143922,10.065391663406816,7.374573137157638
4.649298597194389,1.212930235010882,1.715432584654672,10.094975993076263,7.386248685895486
4.669338677354709,1.2144674906489359,1.7194176641174561,10.144091624952555,7.3980343394812005
4.68937875751503,1.2174220390295214,1.7230963762058675,10.215317737352468,7.4100227794721425
4.709418837675351,1.221844535077862,1.7264997648846077,10.309994088895987,7.422310793495125
4.729458917835671,1.2276872215714323,1.729669993795873,10.427944562537371,7.434992792520619
4.749498997995992,1.2347959615977369,1.7326590731015568,10.567287161208498,7.448153693229392
4.7695390781563125,1.24291045656659,1.7355275221620459,10.724354957771906,7.46186164831116
4.789579158316633,1.2516728312202217,1.7383425671715185,10.893740040063102,7.476161141610126
4.809619238476953,1.2606438228066197,1.7411764520368453,11.068469599770227,7.491066985834856
4.829659318637274,1.2693250600810049,1.744104489301891,11.240307697298563,7.506559716047517
4.849699398797595,1.2771854563661411,1.7472031115293496,11.400169661685021,7.522582802243555
4.869739478957916,1.2836896385558876,1.7505481452075378,11.538626681197654,7.539041998468777
4.889779559118236,1.288326424144407,1.7542129111136104,11.646464932313032,7.555806990035488
4.909819639278557,1.2906356670404833,1.7582668430770565,11.715264634062795,7.572715354442103
4.929859719438878,1.2902320727288332,1.7627739940047817,11.737951020527406,7.589578656733946
4.949899799599198,1.286824957320343,1.767792126033173,11.709278536008803,7.606190349795537
4.969939879759519,1.2802331605400352,1.773371748032983,11.626203511958145,7.622334980968882
4.98997995991984,1.2703945430147021,1.7795557018238735,11.488116124457001,7.637798105542834
5.01002004008016,1.2573696285998808,1.7863788389401893,11.296905312319272,7.652376221904493
5.03006012024048,1.2413392245247907,1.7938680087721817,11.056850399475058,7.665886040069456
5.050100200400801,1.222595754423235,1.8020422356855363,10.774341175451028,7.678172424003771
5.070140280561122,1.2015284611127697,1.8109129222715028,10.457447290665849,7.689114451037874
5.090180360721443,1.1786025539435854,1.8204843753675233,10.115368366585528,7.698629172275315
5.110220440881763,1.1543329702676801,1.8307540037968872,9.757806111537692,7.706672832194309
5.130260521042084,1.129253450883485,1.8417129520848985,9.39430782011511,7.713239505299059
5.150300601202405,1.1038821840354691,1.8533462059309103,9.033623639709544,7.718357273261891
5.170340681362725,1.0786860934327323,1.8656329047713012,8.683130813751973,7.722082267626717
5.190380761523046,1.0540457053452186,1.8785466025349369,8.34835389402787,7.724491004651337
5.210420841683367,1.0302237957702203,1.8920549831104285,8.032614000732773,7.725671552529043
5.2304609218436875,1.0073406103817706,1.9061201336303553,7.736828058240808,7.725714134611913
5.2505010020040075,0.9853587849600398,1.9206980951014243,7.459468472862905,7.724701793692716
