N,A_size,LHS_energy_triad,RHS_capped,RHS_speed,psi_hat_mean,delta_speed,H_norm_A,dmin
6,2,3.675403025423339,2.216994372208511,0.3487969532729533,0.2883989573361747,0.8,2.0,4
