mode,theta,mu,m2,p_hat,p_lo,p_hi,pz,pz_lo,pz_hi,pass,Y_avg,ineq_mu_m2_rhs,ineq_mu_m2_lhs,ineq_M_rhs,ineq_M_lhs,M_sup
F,0.2,0.2039535745201115,0.050440556426151945,0.942,0.935175361220281,0.9481459902602886,0.52779193261034,0.5240718704039733,0.5321530577816562,True,0.10197678726005575,0.010764505125875646,0.10197678726005575,0.00015391792275487815,0.10197678726005575,17.296308501055247
F,0.4,0.2039535745201115,0.050440556426151945,0.8488,0.8386025999247282,0.8584618511984001,0.29688296209331616,0.29447914823327065,0.29912490072630177,True,0.10197678726005575,0.012110068266610098,0.10197678726005575,0.00017315766309923788,0.10197678726005575,17.296308501055247
F,0.6,0.2039535745201115,0.050440556426151945,0.7582,0.7461365272379327,0.7698670314776398,0.131947983152585,0.13098201699996045,0.13292103900685276,True,0.10197678726005575,0.008073378844406735,0.10197678726005575,0.00011543844206615862,0.10197678726005575,17.296308501055247
F,0.8,0.2039535745201115,0.050440556426151945,0.661,0.6477599537795187,0.6739928461941731,0.03298699578814623,0.03274250335333479,0.03323583726587179,True,0.10197678726005575,0.0026911262814689097,0.10197678726005575,3.8479480688719516e-05,0.10197678726005575,17.296308501055247
